video_id,comment_id,video_title,channel_name,channel_id,author_name,author_channel_id,text,source_query,source_group,dataset_sources,author_handle,published_text,like_count_text,reply_count,is_pinned,viewer_rating,texto_original,like_count_observado,like_count,texto_paso1,tiene_url,menciones_encontradas,hashtags_encontrados,emojis_encontrados,num_emojis,texto_limpio,tokens_limpios,longitud_original,longitud_limpia,sentiment_input,sentiment_status,sentiment,p_NEG,p_NEU,p_POS,token_count,truncated,confidence,low_confidence,sentiment_score,model_id,model_revision,author_community,video_community,internal
n8iP75gIpmw,UgwPCZZx2gI444cg2AV4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@VidalVillatoro-p4w,UCpIdtvoFHVLGASGB5ySqIEA,Este diputado no deja  hablar a los periodistas  y trata de confundir a la población con sus respuestas justificando las armadas que se da con el dinero del pu3blo,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@VidalVillatoro-p4w,hace 2 años,1.0,0,False,,Este diputado no deja  hablar a los periodistas  y trata de confundir a la población con sus respuestas justificando las armadas que se da con el dinero del pu3blo                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,True,1,este diputado no deja hablar a los periodistas y trata de confundir a la población con sus respuestas justificando las armadas que se da con el dinero del pu blo,False,[],[],[],0,diputado dejar hablar periodista confundir población respuesta justificar armada dinero pu blo,"['diputado', 'dejar', 'hablar', 'periodista', 'confundir', 'población', 'respuesta', 'justificar', 'armada', 'dinero', 'pu', 'blo']",1024,94,Este diputado no deja  hablar a los periodistas  y trata de confundir a la población con sus respuestas justificando las armadas que se da con el dinero del pu3blo,classified,NEG,0.9737553000450134,0.02144022472202778,0.004804516676813364,35,False,0.9737553000450134,False,-0.9689507833682001,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,0,0,True
OkXlHx0hx-8,UgwRLgDGrh-_TEVNOYh4AaABAg,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,UCRwA1NUcUnwsly35ikGhp0A,@Paul-gf7ec,UCtiHFjFu7d5v2XxHnKFUYig,También hay personas que se hacen pasar por mexicanos para que los deporté a México y regresar más rápido a Usa,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@Paul-gf7ec,hace 1 día,,0,False,,También hay personas que se hacen pasar por mexicanos para que los deporté a México y regresar más rápido a Usa                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,False,0,también hay personas que se hacen pasar por mexicanos para que los deporté a méxico y regresar más rápido a usa,False,[],[],[],0,persona pasar mexicano deportar méxico regresar rápido,"['persona', 'pasar', 'mexicano', 'deportar', 'méxico', 'regresar', 'rápido']",1024,54,También hay personas que se hacen pasar por mexicanos para que los deporté a México y regresar más rápido a Usa,classified,NEU,0.22977010905742645,0.7296847701072693,0.040545135736465454,24,False,0.7296847701072693,False,-0.189224973320961,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,5,5,True
zweosulrwA8,UgwSDn5aIUEZwOlx9c94AaABAg,Edén por Salud: empleo inclusivo para personas con discapacidad en Antigua | Super - Episodio 2,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@elioelias7267,UCQM2tCKRRytVDRxNUfCDqQQ,❤🎉,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@elioelias7267,hace 2 meses,,0,False,,❤🎉                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,False,0,,False,[],[],"['❤', '🎉']",2,,[],1023,0,emoji cañón de confeti emoji,classified,POS,0.033134184777736664,0.41005828976631165,0.5568075180053711,8,False,0.5568075180053711,True,0.5236733332276344,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,14,14,True
6W4u8sGEnGM,UgwSt406Q1HWBWCewI14AaABAg,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@AntonioChiyal-x5s,UCWvntqPQx99k_Z_skWKqNSA,5 anos mas precidente,Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,/@AntonioChiyal-x5s,hace 5 días,2.0,1,False,,5 anos mas precidente                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,True,2,anos mas precidente,False,[],[],[],0,ano precidente,"['ano', 'precidente']",1024,14,5 anos mas precidente,classified,NEU,0.10884159803390503,0.6455963253974915,0.2455621212720871,7,False,0.6455963253974915,False,0.13672052323818207,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,2,2,True
6W4u8sGEnGM,UgwSt406Q1HWBWCewI14AaABAg.Aa-KmSVE5UgAa-M7iXQwik,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@Israel-u5i7i,UCoGdCoJg2Lh0OX_jv6cG16g,Ojalá se pudiera,Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,/@Israel-u5i7i,hace 5 días,,0,False,,Ojalá se pudiera                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,False,0,ojalá se pudiera,False,[],[],[],0,ojalá poder,"['ojalá', 'poder']",1024,11,Ojalá se pudiera,classified,NEU,0.1808440387248993,0.5539582967758179,0.26519766449928284,5,False,0.5539582967758179,True,0.08435362577438354,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,2,2,True
n8iP75gIpmw,UgwTyYcT2aNvGA5DK4J4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@pablochitay46,UChgkn5Jt5tWKYMoEOuCjz3Q,Por primera vez deacuerdo con pedro.,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@pablochitay46,hace 2 años,2.0,0,False,,Por primera vez deacuerdo con pedro.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,True,2,por primera vez deacuerdo con pedro,False,[],[],[],0,deacuerdo pedro,"['deacuerdo', 'pedro']",1024,15,Por primera vez deacuerdo con pedro.,classified,POS,0.014366347342729568,0.20404855906963348,0.781585156917572,10,False,0.781585156917572,False,0.7672188095748425,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,0,0,True
j43HgwYFKfk,UgwUZL4XYbr2lbEi1r94AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@pedroros6358,UCiC-Jn7wdgyQV4_Urk0DkWQ,"En julio de 2022 al haber asumido como Rector de Facto, eligieron a Héctor Hugo Pérez Aguilera como representante Titular de la USAC ante la Corte de Constitucionalidad.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@pedroros6358,hace 1 año,1.0,0,False,,"En julio de 2022 al haber asumido como Rector de Facto, eligieron a Héctor Hugo Pérez Aguilera como representante Titular de la USAC ante la Corte de Constitucionalidad.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ",True,1,en julio de al haber asumido como rector de facto eligieron a héctor hugo pérez aguilera como representante titular de la usac ante la corte de constitucionalidad,False,[],[],[],0,julio asumir rector facto elegir héctor hugo pérez aguilero representante titular usac corte constitucionalidad,"['julio', 'asumir', 'rector', 'facto', 'elegir', 'héctor', 'hugo', 'pérez', 'aguilero', 'representante', 'titular', 'usac', 'corte', 'constitucionalidad']",1022,111,"En julio de 2022 al haber asumido como Rector de Facto, eligieron a Héctor Hugo Pérez Aguilera como representante Titular de la USAC ante la Corte de Constitucionalidad.",classified,NEU,0.1502353399991989,0.7764544486999512,0.0733102336525917,35,False,0.7764544486999512,False,-0.07692510634660721,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,1,1,True
JkpVO1hx2f8,UgwXm2HjtCzRKiDHflJ4AaABAg,10 Preguntas a un año del Paro Nacional,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@lyacausa,UCQIdKuZ-OzuFqy0KjGrgesg,Guatemala solo cambia de dictadura cada 4 años,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@lyacausa,hace 1 año,1.0,0,False,,Guatemala solo cambia de dictadura cada 4 años                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,True,1,guatemala solo cambia de dictadura cada años,False,[],[],[],0,guatemala cambiar dictadura año,"['guatemala', 'cambiar', 'dictadura', 'año']",1024,31,Guatemala solo cambia de dictadura cada 4 años,classified,NEG,0.7294134497642517,0.25412699580192566,0.016459500417113304,10,False,0.7294134497642517,False,-0.7129539493471384,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,10,10,True
n8iP75gIpmw,UgwY0wdDJRzHsTCnLbN4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@amyherrera7352,UCXr8_5WtGeipe4haOoQDgyQ,"Ala! Que tipo necio y descarado!  Hipócrita!
                                                                                                                                                                                                                                                                                               Comen y después hablan de desnutrición! Que colmo!
                                                                                                                                                                                                                                                                                               Gracias por cumplir con el mandato periodístico!",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@amyherrera7352,hace 2 años,,0,False,,"Ala! Que tipo necio y descarado!  Hipócrita!
                                                                                                                                                                                                                                                                                               Comen y después hablan de desnutrición! Que colmo!
                                                                                                                                                                                                                                                                                               Gracias por cumplir con el mandato periodístico!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ",False,0,ala que tipo necio y descarado hipócrita comen y después hablan de desnutrición que colmo gracias por cumplir con el mandato periodístico,False,[],[],[],0,ala tipo necio descarar hipócrita comen desnutrición colmo gracias cumplir mandato periodístico,"['ala', 'tipo', 'necio', 'descarar', 'hipócrita', 'comen', 'desnutrición', 'colmo', 'gracias', 'cumplir', 'mandato', 'periodístico']",1695,95,"Ala! Que tipo necio y descarado!  Hipócrita!
   Comen y después hablan de desnutrición! Que colmo!
   Gracias por cumplir con el mandato periodístico!",classified,NEG,0.969402015209198,0.023298151791095734,0.007299858145415783,42,False,0.969402015209198,False,-0.9621021570637822,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,0,0,True
06mFNPU0aB8,UgwY2FW-3sBGV2CGxaJ4AaABAg,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,UCVpSRoZgngfSL03Nlbjtq9A,@Historia-wm4os,UC_3xuTXvMIWU5MYP9HkJ3vQ,Excelente trabajo señores agentes que Dios me los cuide mucho,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@Historia-wm4os,hace 2 semanas,4.0,0,False,,Excelente trabajo señores agentes que Dios me los cuide mucho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,True,4,excelente trabajo señores agentes que dios me los cuide mucho,False,[],[],[],0,excelente trabajo señor agente dios cuidir,"['excelente', 'trabajo', 'señor', 'agente', 'dios', 'cuidir']",1024,42,Excelente trabajo señores agentes que Dios me los cuide mucho,classified,POS,0.00427113426849246,0.030406396836042404,0.9653224945068359,12,False,0.9653224945068359,False,0.9610513602383435,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,6,6,True
n8iP75gIpmw,UgwYTL5-XYvmQxsC3Bt4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@HaroldoCastillo-rh9iw,UCFjudnPLoaSL1BaRuLahyHg,"Estos siempre andan viendo como comen del pueblo. Si no les basta el sueldo, busquen otro trabajo y por qué lugares tan caros, porque no es su dinero...",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@HaroldoCastillo-rh9iw,hace 2 años,1.0,0,False,,"Estos siempre andan viendo como comen del pueblo. Si no les basta el sueldo, busquen otro trabajo y por qué lugares tan caros, porque no es su dinero...                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ",True,1,estos siempre andan viendo como comen del pueblo si no les basta el sueldo busquen otro trabajo y por qué lugares tan caros porque no es su dinero,False,[],[],[],0,andar ver comen pueblo bastar sueldo buscar trabajo lugar caro dinero,"['andar', 'ver', 'comen', 'pueblo', 'bastar', 'sueldo', 'buscar', 'trabajo', 'lugar', 'caro', 'dinero']",1022,69,"Estos siempre andan viendo como comen del pueblo. Si no les basta el sueldo, busquen otro trabajo y por qué lugares tan caros, porque no es su dinero...",classified,NEG,0.9705525636672974,0.025769265368580818,0.0036781253293156624,33,False,0.9705525636672974,False,-0.9668744383379817,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,0,0,True
n8iP75gIpmw,UgwYaHf9EYIl5Pf-y514AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@almacatalan2717,UC-pNP6RMFuLg_-x7Ah_0kEA,"Bien mentirosito ese diputado Nery Rodas, si tanto quiere a Guatemala que ellos paguen su almuerzo, porque el pueblo?",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@almacatalan2717,hace 2 años,5.0,0,False,,"Bien mentirosito ese diputado Nery Rodas, si tanto quiere a Guatemala que ellos paguen su almuerzo, porque el pueblo?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ",True,5,bien mentirosito ese diputado nery rodas si tanto quiere a guatemala que ellos paguen su almuerzo porque el pueblo,False,[],[],[],0,mentirosito diputado nery roda guatemala pagar almuerzo pueblo,"['mentirosito', 'diputado', 'nery', 'roda', 'guatemala', 'pagar', 'almuerzo', 'pueblo']",1022,62,"Bien mentirosito ese diputado Nery Rodas, si tanto quiere a Guatemala que ellos paguen su almuerzo, porque el pueblo?",classified,NEG,0.9535378217697144,0.037694163620471954,0.00876798015087843,26,False,0.9535378217697144,False,-0.9447698416188359,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,0,0,True
PjmxCj-a9Hg,UgwZw9X6DpxCIJ6YkXZ4AaABAg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@rosadiaz9235,UC1Y7x3h0c95Z8kUhi-Tzaeg,Siii por tanta corrupción;; ay mucha muerte como en colombia ;; y en Guatemala;; todo porque no ay personas con un corazón;; dispuesto a cuidar del país y sacar adelante;;;,@GobiernodeGuatemala,topic,PjmxCj-a9Hg_out_comments.csv | youtube_guatemala_plus_comments.csv,/@rosadiaz9235,hace 1 año,,0,False,,Siii por tanta corrupción;; ay mucha muerte como en colombia ;; y en Guatemala;; todo porque no ay personas con un corazón;; dispuesto a cuidar del país y sacar adelante;;;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,False,0,siii por tanta corrupción ay mucha muerte como en colombia y en guatemala todo porque no ay personas con un corazón dispuesto a cuidar del país y sacar adelante,False,[],[],[],0,siii tanto corrupción ay muerte colombia guatemala ay persona corazón dispuesto cuidar país sacar,"['siii', 'tanto', 'corrupción', 'ay', 'muerte', 'colombia', 'guatemala', 'ay', 'persona', 'corazón', 'dispuesto', 'cuidar', 'país', 'sacar']",1024,97,Siii por tanta corrupción;; ay mucha muerte como en colombia ;; y en Guatemala;; todo porque no ay personas con un corazón;; dispuesto a cuidar del país y sacar adelante;;;,classified,NEG,0.9177562594413757,0.07355963438749313,0.00868415366858244,38,False,0.9177562594413757,False,-0.9090721057727933,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4,4,True
OkXlHx0hx-8,Ugw_g00Bv3m-cnSxhMp4AaABAg,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,UCRwA1NUcUnwsly35ikGhp0A,@marthareiss5434,UC1WlJfQmaIskYhP4gmWoamw,Que pena! Que la administración de Trump no ofrezca AMNISTÍA a los mexicanos u otros grupos de personas trabajadoras que ayudan a la mejora de este país. 😢,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@marthareiss5434,hace 1 día,2.0,1,False,,Que pena! Que la administración de Trump no ofrezca AMNISTÍA a los mexicanos u otros grupos de personas trabajadoras que ayudan a la mejora de este país. 😢                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,True,2,que pena que la administración de trump no ofrezca amnistía a los mexicanos u otros grupos de personas trabajadoras que ayudan a la mejora de este país,False,[],[],['😢'],1,penar administración trump ofrecer amnistir mexicano grupo persona trabajador ayudar mejora país,"['penar', 'administración', 'trump', 'ofrecer', 'amnistir', 'mexicano', 'grupo', 'persona', 'trabajador', 'ayudar', 'mejora', 'país']",1023,96,Que pena! Que la administración de Trump no ofrezca AMNISTÍA a los mexicanos u otros grupos de personas trabajadoras que ayudan a la mejora de este país.  emoji cara llorando emoji,classified,NEG,0.9829134345054626,0.01435198076069355,0.002734525827690959,39,False,0.9829134345054626,False,-0.9801789086777717,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,5,5,True
n8iP75gIpmw,Ugw_wfk-1nUcdyG3muZ4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@isaaclopez7220,UC3MYTqpQqlWBuCB7Th0e0PA,"Me llega que saquen videos cortos porque el vídeo del programa de Con criterio es muy largo, pero vaya que es bueno",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@isaaclopez7220,hace 2 años,4.0,0,False,,"Me llega que saquen videos cortos porque el vídeo del programa de Con criterio es muy largo, pero vaya que es bueno                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ",True,4,me llega que saquen videos cortos porque el vídeo del programa de con criterio es muy largo pero vaya que es bueno,False,[],[],[],0,llegar sacar video corto vídeo programa criterio,"['llegar', 'sacar', 'video', 'corto', 'vídeo', 'programa', 'criterio']",1022,48,"Me llega que saquen videos cortos porque el vídeo del programa de Con criterio es muy largo, pero vaya que es bueno",classified,POS,0.0074361469596624374,0.05396563559770584,0.9385982155799866,24,False,0.9385982155799866,False,0.9311620686203241,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,0,0,True
j43HgwYFKfk,UgwaGYcI3FekgL1PZct4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@hendersonlopez3864,UCOcUI5XkTYNMSFhZNMIPpGg,"Urge convocar elecciones, los estudiantes estamos sufriendo con cada vez mas deficientes instalaciones, laboratorios y aulas. Ademas del abandono de Rectoria a las Facultades que siguen luchando contra su oposicion, o que se muestran renuentes a seguir sus ordenes, afectan directamente a los estudiantes, catedraticos, personal de servicios y limita su capacidad de brindar una educacion de calidad, y atender a la poblacion guatemalteca a travez de EPS y otros que ofrecen estas unidades academicas.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@hendersonlopez3864,hace 1 año (editado),3.0,0,False,,"Urge convocar elecciones, los estudiantes estamos sufriendo con cada vez mas deficientes instalaciones, laboratorios y aulas. Ademas del abandono de Rectoria a las Facultades que siguen luchando contra su oposicion, o que se muestran renuentes a seguir sus ordenes, afectan directamente a los estudiantes, catedraticos, personal de servicios y limita su capacidad de brindar una educacion de calidad, y atender a la poblacion guatemalteca a travez de EPS y otros que ofrecen estas unidades academicas.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ",True,3,urge convocar elecciones los estudiantes estamos sufriendo con cada vez mas deficientes instalaciones laboratorios y aulas ademas del abandono de rectoria a las facultades que siguen luchando contra su oposicion o que se muestran renuentes a seguir sus ordenes afectan directamente a los estudiantes catedraticos personal de servicios y limita su capacidad de brindar una educacion de calidad y atender a la poblacion guatemalteca a travez de eps y otros que ofrecen estas unidades academicas,False,[],[],[],0,urge convocar elección estudiante sufrir deficiente instalación laboratorio aula abandono rectoria facultad seguir luchar oposicion mostrar renuent seguir orden afectar directamente estudiante catedratico personal servicio limitar capacidad brindar educacion calidad atender poblacion guatemaltecar travez eps ofrecer unidad academica,"['urge', 'convocar', 'elección', 'estudiante', 'sufrir', 'deficiente', 'instalación', 'laboratorio', 'aula', 'abandono', 'rectoria', 'facultad', 'seguir', 'luchar', 'oposicion', 'mostrar', 'renuent', 'seguir', 'orden', 'afectar', 'directamente', 'estudiante', 'catedratico', 'personal', 'servicio', 'limitar', 'capacidad', 'brindar', 'educacion', 'calidad', 'atender', 'poblacion', 'guatemaltecar', 'travez', 'eps', 'ofrecer', 'unidad', 'academica']",1022,334,"Urge convocar elecciones, los estudiantes estamos sufriendo con cada vez mas deficientes instalaciones, laboratorios y aulas. Ademas del abandono de Rectoria a las Facultades que siguen luchando contra su oposicion, o que se muestran renuentes a seguir sus ordenes, afectan directamente a los estudiantes, catedraticos, personal de servicios y limita su capacidad de brindar una educacion de calidad, y atender a la poblacion guatemalteca a travez de EPS y otros que ofrecen estas unidades academicas.",classified,NEG,0.9759317636489868,0.021060748025774956,0.0030074589885771275,95,False,0.9759317636489868,False,-0.9729243046604097,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,1,1,True
n8iP75gIpmw,UgwaokeDKlLgSdqHpW94AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@OscarHernandez-q8y,UCOS8ViEkccrTZx2w2ccxotA,"Pero porque un desayuno de 250.00,  no habrá uno de 75.00?",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@OscarHernandez-q8y,hace 2 años,4.0,0,False,,"Pero porque un desayuno de 250.00,  no habrá uno de 75.00?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ",True,4,pero porque un desayuno de no habrá uno de,False,[],[],[],0,desayuno,['desayuno'],1022,8,"Pero porque un desayuno de 250.00,  no habrá uno de 75.00?",classified,NEU,0.4586734473705292,0.5135295391082764,0.02779708057641983,19,False,0.5135295391082764,True,-0.43087636679410934,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,0,0,True
b_Hkrkl3adA,Ugwbnz3tRoBa7Vs3A3d4AaABAg,Bloqueos en Guatemala este 31 de agosto por alza en combustibles afectan rutas principales,PrensaLibreOficial,UCEepOY2svuxbsJ-zsAPT9Fg,@antonioduarte2288,UC3iIU62XKUOWuqL8BqBzj9A,Puro show esto solo para que los diputranzas les den su parte y autorizar subsidios al gas,guatemala noticias,topic,debug_comments_fixed2_comments.csv | youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@antonioduarte2288,hace 49 minutos,,0,False,,Puro show esto solo para que los diputranzas les den su parte y autorizar subsidios al gas                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,False,0,puro show esto solo para que los diputranzas les den su parte y autorizar subsidios al gas,False,[],[],[],0,puro show diputranza dar autorizar subsidio gas,"['puro', 'show', 'diputranza', 'dar', 'autorizar', 'subsidio', 'gas']",1024,47,Puro show esto solo para que los diputranzas les den su parte y autorizar subsidios al gas,classified,NEG,0.901703417301178,0.08987464010715485,0.00842195376753807,22,False,0.901703417301178,False,-0.8932814635336399,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,8,8,True
6W4u8sGEnGM,Ugwc0TMrFYylioxh_Sh4AaABAg,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@albertoshernandez5251,UCV3fr-YOixFKCZBbJP1-X4w,Que viva viva el Presidente Bernardo Arevalo 🎉🎉👏🎉🎉,Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,/@albertoshernandez5251,hace 6 días,3.0,0,False,,Que viva viva el Presidente Bernardo Arevalo 🎉🎉👏🎉🎉                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,True,3,que viva viva el presidente bernardo arevalo,False,[],[],"['🎉', '🎉', '👏', '🎉', '🎉']",5,vivir vivir presidente bernardo arevalo,"['vivir', 'vivir', 'presidente', 'bernardo', 'arevalo']",1019,39,Que viva viva el Presidente Bernardo Arevalo  emoji cañón de confeti emoji  emoji cañón de confeti emoji  emoji manos aplaudiendo emoji  emoji cañón de confeti emoji  emoji cañón de confeti emoji,classified,POS,0.06470117717981339,0.3607540726661682,0.5745447278022766,49,False,0.5745447278022766,True,0.5098435506224632,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,2,2,True
n8iP75gIpmw,UgwcF8V3__81jxC8Eh14AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@marcomendez7509,UCmjppp6ujz3SAnULvP3sZMw,pues quien le pidió que la guesiara para Diputado si será descarado seve que son unos Corruptos mientras el pueblo no tiene ni un Cinco u con eso le pagan a los Electores si serán Comen Cuando hay,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@marcomendez7509,hace 2 años,,0,False,,pues quien le pidió que la guesiara para Diputado si será descarado seve que son unos Corruptos mientras el pueblo no tiene ni un Cinco u con eso le pagan a los Electores si serán Comen Cuando hay                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,False,0,pues quien le pidió que la guesiara para diputado si será descarado seve que son unos corruptos mientras el pueblo no tiene ni un cinco u con eso le pagan a los electores si serán comen cuando hay,False,[],[],[],0,pedir guesiara diputado descarar seve corrupto pueblo pagar elector comar,"['pedir', 'guesiara', 'diputado', 'descarar', 'seve', 'corrupto', 'pueblo', 'pagar', 'elector', 'comar']",1024,73,pues quien le pidió que la guesiara para Diputado si será descarado seve que son unos Corruptos mientras el pueblo no tiene ni un Cinco u con eso le pagan a los Electores si serán Comen Cuando hay,classified,NEG,0.9374303817749023,0.05453743040561676,0.008032172918319702,45,False,0.9374303817749023,False,-0.9293982088565826,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,0,0,True
